order_id,order_status,customer,order_date,order_quantity,sales,discount,discount_value,product_category,product_sub_category,net_sales
59845.0,Order Finished,Ed Ludwig,2009-12-22,42.0,400200.0,0.04,16008.0,Office Supplies,Rubber Bands,384192.0
134.0,Order Returned,Michael Dominguez,2012-04-30,11.0,2265200.0,0.01,22652.0,Office Supplies,Storage & Organization,2242548.0
740.0,Order Returned,Thomas Boland,2011-07-15,6.0,56020.0,0.09,5042.0,Office Supplies,Labels,50978.0
833.0,Order Returned,Olvera Toch,2009-02-12,1.0,38640.0,0.03,1159.0,Office Supplies,Binders and Binder Accessories,37481.0
1573.0,Order Finished,Lena Radford,2012-12-27,13.0,1519880.0,0.09,136789.0,Furniture,Chairs & Chairmats,1383091.0
1639.0,Order Finished,Sean Christensen,2011-08-19,24.0,326280.0,0.09,29365.0,Office Supplies,Paper,296915.0
2053.0,Order Finished,Todd Boyes,2011-02-06,39.0,38685680.0,0.01,386857.0,Furniture,Chairs & Chairmats,38298823.0
2146.0,Order Returned,Todd Boyes,2012-09-13,41.0,12222337.0,0.06,733340.0,Technology,Telephones and Communication,11488997.0
2752.0,Order Finished,Todd Boyes,2010-11-18,30.0,1390940.0,0.03,41728.0,Technology,Computer Peripherals,1349212.0
5445.0,Order Finished,Michael Dominguez,2010-07-25,4.0,58840.0,0.06,3530.0,Office Supplies,Labels,55310.0
5699.0,Order Returned,Sean Miller,2012-07-29,2.0,18500.0,0.01,185.0,Office Supplies,Labels,18315.0
6823.0,Order Finished,Todd Boyes,2009-07-21,50.0,2525440.0,0.01,25254.0,Office Supplies,Binders and Binder Accessories,2500186.0
6948.0,Order Finished,Phillip Breyer,2010-12-09,15.0,2287760.0,0.04,91510.0,Technology,Computer Peripherals,2196250.0
7462.0,Order Finished,Lena Radford,2011-02-20,3.0,145260.0,0.07,10168.0,Office Supplies,Pens & Art Supplies,135092.0
7845.0,Order Returned,Todd Boyes,2009-12-13,22.0,237120.0,0.06,14227.0,Office Supplies,Binders and Binder Accessories,222893.0
8033.0,Order Finished,Michelle Ellison,2012-04-24,27.0,236360.0,0.06,14182.0,Office Supplies,Appliances,222178.0
8388.0,Order Finished,Olvera Toch,2012-02-23,39.0,580600.0,0.07,40642.0,Furniture,Office Furnishings,539958.0
9761.0,Order Finished,Todd Boyes,2012-01-22,2.0,405280.0,0.04,16211.0,Technology,Office Machines,389069.0
9863.0,Order Finished,Sean Christensen,2011-09-04,18.0,67920.0,0.0,0.0,Office Supplies,Pens & Art Supplies,67920.0
10342.0,Order Finished,Michelle Ellison,2011-11-22,45.0,10362160.0,0.01,103622.0,Furniture,Bookcases,10258538.0
10434.0,Order Finished,Michelle Ellison,2009-12-23,2.0,766900.0,0.06,46014.0,Furniture,Chairs & Chairmats,720886.0
11040.0,Order Finished,Scot Coram,2011-10-23,44.0,2204560.0,0.03,66137.0,Office Supplies,Envelopes,2138423.0
11302.0,Order Finished,Natalie Fritzler,2009-03-01,10.0,1733320.0,0.09,155999.0,Technology,Office Machines,1577321.0
11398.0,Order Finished,Nathan Gelder,2012-08-06,16.0,219400.0,0.03,6582.0,Office Supplies,Paper,212818.0
11584.0,Order Finished,Sean Miller,2009-11-22,48.0,2994635.0,0.01,29946.0,Technology,Telephones and Communication,2964689.0
11652.0,Order Returned,Olvera Toch,2011-11-10,35.0,2308280.0,0.07,161580.0,Technology,Computer Peripherals,2146700.0
11686.0,Order Finished,Michael Dominguez,2009-01-27,38.0,12242397.0,0.08,979392.0,Technology,Telephones and Communication,11263005.0
13895.0,Order Finished,Michelle Ellison,2010-11-20,44.0,1228680.0,0.02,24574.0,Office Supplies,Storage & Organization,1204106.0
14820.0,Order Returned,Michael Dominguez,2012-01-09,39.0,557804.0,0.04,22312.0,Technology,Telephones and Communication,535492.0
15170.0,Order Finished,Thomas Boland,2009-03-18,19.0,712929.0,0.01,7129.0,Technology,Telephones and Communication,705800.0
15780.0,Order Finished,Thomas Boland,2011-04-13,19.0,143540.0,0.03,4306.0,Office Supplies,Rubber Bands,139234.0
16098.0,Order Finished,Patricia Hirasaki,2012-07-21,31.0,960860.0,0.06,57652.0,Furniture,Office Furnishings,903208.0
16103.0,Order Finished,Maria Zettner,2012-07-15,31.0,434280.0,0.0,0.0,Office Supplies,Paper,434280.0
16610.0,Order Finished,Thomas Boland,2009-10-10,19.0,1318260.0,0.09,118643.0,Office Supplies,Envelopes,1199617.0
18757.0,Order Finished,Matthew Clasen,2012-05-22,9.0,444400.0,0.03,13332.0,Office Supplies,Binders and Binder Accessories,431068.0
19431.0,Order Finished,Nathan Gelder,2009-05-23,4.0,33640.0,0.08,2691.0,Office Supplies,Pens & Art Supplies,30949.0
19584.0,Order Finished,Maria Zettner,2009-04-16,6.0,29071600.0,0.05,1453580.0,Technology,Office Machines,27618020.0
20262.0,Order Finished,Patrick O'Donnell,2009-12-26,27.0,1304480.0,0.02,26090.0,Furniture,Office Furnishings,1278390.0
20545.0,Order Finished,Sean Miller,2010-10-09,1.0,723880.0,0.05,36194.0,Furniture,Chairs & Chairmats,687686.0
20577.0,Order Finished,Patrick O'Donnell,2010-02-09,15.0,1223360.0,0.05,61168.0,Office Supplies,Binders and Binder Accessories,1162192.0
20804.0,Order Finished,Sean Miller,2011-11-26,13.0,8787500.0,0.08,703000.0,Technology,Office Machines,8084500.0
21414.0,Order Finished,Harry Marie,2011-05-04,34.0,235820.0,0.05,11791.0,Office Supplies,Paper,224029.0
21479.0,Order Finished,Patrick O'Donnell,2009-08-28,41.0,582320.0,0.01,5823.0,Office Supplies,Paper,576497.0
22208.0,Order Finished,Sean Christensen,2009-10-13,37.0,2276860.0,0.01,22769.0,Technology,Computer Peripherals,2254091.0
22279.0,Order Finished,Lena Radford,2009-12-22,43.0,4927200.0,0.03,147816.0,Office Supplies,Paper,4779384.0
23174.0,Order Finished,Harry Marie,2012-07-26,16.0,7099800.0,0.06,425988.0,Furniture,Chairs & Chairmats,6673812.0
23333.0,Order Finished,Michael Dominguez,2009-08-05,44.0,1268240.0,0.04,50730.0,Office Supplies,Appliances,1217510.0
24640.0,Order Finished,Patrick O'Donnell,2011-01-29,12.0,2759960.0,0.06,165598.0,Furniture,Chairs & Chairmats,2594362.0
25056.0,Order Finished,Phillip Breyer,2010-09-21,41.0,590240.0,0.0,0.0,Office Supplies,Paper,590240.0
26244.0,Order Finished,Michael Dominguez,2010-08-03,16.0,263440.0,0.09,23710.0,Technology,Computer Peripherals,239730.0
27201.0,Order Finished,Scot Coram,2012-07-25,10.0,10113780.0,0.02,202276.0,Furniture,Chairs & Chairmats,9911504.0
27808.0,Order Finished,Michelle Ellison,2010-01-26,9.0,392240.0,0.01,3922.0,Technology,Computer Peripherals,388318.0
29573.0,Order Finished,Michael Dominguez,2012-01-16,43.0,1584420.0,0.05,79221.0,Office Supplies,Paper,1505199.0
29862.0,Order Finished,Maria Zettner,2011-06-19,34.0,429280.0,0.08,34342.0,Office Supplies,Paper,394938.0
30532.0,Order Finished,Victoria Wilson,2011-11-26,28.0,862740.0,0.03,25882.0,Office Supplies,Binders and Binder Accessories,836858.0
30597.0,Order Finished,Michelle Ellison,2012-08-05,18.0,186040.0,0.07,13023.0,Furniture,Office Furnishings,173017.0
30981.0,Order Finished,Nathan Gelder,2011-02-15,29.0,15674880.0,0.1,1567488.0,Office Supplies,Appliances,14107392.0
31751.0,Order Finished,Todd Boyes,2011-05-26,31.0,826240.0,0.1,82624.0,Office Supplies,Binders and Binder Accessories,743616.0
31873.0,Order Finished,Shahid Collister,2009-11-08,2.0,283180.0,0.05,14159.0,Office Supplies,Appliances,269021.0
32000.0,Order Finished,Victoria Wilson,2012-09-13,49.0,324320.0,0.05,16216.0,Office Supplies,Rubber Bands,308104.0
32737.0,Order Finished,Victoria Wilson,2009-10-28,14.0,734220.0,0.09,66080.0,Office Supplies,Binders and Binder Accessories,668140.0
35012.0,Order Finished,Thomas Boland,2012-06-08,10.0,253580.0,0.04,10143.0,Office Supplies,Appliances,243437.0
35042.0,Order Finished,Michael Dominguez,2010-12-02,23.0,2393720.0,0.06,143623.0,Technology,Computer Peripherals,2250097.0
35713.0,Order Finished,Phillip Breyer,2012-10-17,49.0,2710940.0,0.04,108438.0,Office Supplies,Binders and Binder Accessories,2602502.0
36229.0,Order Finished,Patrick O'Donnell,2012-09-21,12.0,2930580.0,0.02,58612.0,Technology,Office Machines,2871968.0
36933.0,Order Finished,Todd Boyes,2011-07-12,32.0,231620.0,0.07,16213.0,Office Supplies,Labels,215407.0
37152.0,Order Finished,Thomas Boland,2011-05-22,39.0,9295380.0,0.02,185908.0,Furniture,Chairs & Chairmats,9109472.0
37223.0,Order Finished,Victoria Wilson,2011-11-10,21.0,5463460.0,0.07,382442.0,Technology,Telephones and Communication,5081018.0
37254.0,Order Finished,Katrina Bavinger,2009-09-18,28.0,1479880.0,0.01,14799.0,Office Supplies,Envelopes,1465081.0
37441.0,Order Finished,Katrina Bavinger,2009-02-24,46.0,29481020.0,0.0,0.0,Furniture,Chairs & Chairmats,29481020.0
38084.0,Order Finished,Victoria Wilson,2009-03-20,11.0,200720.0,0.02,4014.0,Office Supplies,Paper,196706.0
39168.0,Order Finished,Natalie Fritzler,2012-05-17,22.0,1619820.0,0.07,113387.0,Office Supplies,Binders and Binder Accessories,1506433.0
39333.0,Order Returned,Michelle Ellison,2010-02-17,31.0,17910680.0,0.1,1791068.0,Furniture,Chairs & Chairmats,16119612.0
39589.0,Order Finished,Olvera Toch,2009-08-02,42.0,1154840.0,0.0,0.0,Office Supplies,Binders and Binder Accessories,1154840.0
39906.0,Order Finished,Sean Christensen,2009-03-17,25.0,164420.0,0.04,6577.0,Office Supplies,Paper,157843.0
40097.0,Order Returned,Olvera Toch,2009-01-09,47.0,235760.0,0.1,23576.0,Office Supplies,Pens & Art Supplies,212184.0
40193.0,Order Finished,Maria Zettner,2012-09-02,34.0,6260403.0,0.07,438228.0,Technology,Telephones and Communication,5822175.0
40258.0,Order Finished,Michelle Ellison,2009-04-09,31.0,898940.0,0.05,44947.0,Office Supplies,Appliances,853993.0
40544.0,Order Finished,Michelle Ellison,2009-04-06,39.0,4827060.0,0.06,289624.0,Furniture,Office Furnishings,4537436.0
41765.0,Order Finished,Victoria Wilson,2009-12-09,41.0,409980.0,0.03,12299.0,Office Supplies,Binders and Binder Accessories,397681.0
42242.0,Order Finished,Thomas Boland,2009-04-01,23.0,530620.0,0.09,47756.0,Office Supplies,Binders and Binder Accessories,482864.0
42369.0,Order Finished,Patricia Hirasaki,2010-08-05,44.0,1572520.0,0.01,15725.0,Technology,Computer Peripherals,1556795.0
42690.0,Order Finished,Olvera Toch,2010-09-28,44.0,37394480.0,0.02,747890.0,Office Supplies,Binders and Binder Accessories,36646590.0
45184.0,Order Finished,Victoria Wilson,2010-06-17,25.0,29294520.0,0.07,2050616.0,Technology,Copiers and Fax,27243904.0
45632.0,Order Returned,Michelle Ellison,2010-05-10,50.0,884620.0,0.02,17692.0,Furniture,Office Furnishings,866928.0
46276.0,Order Returned,Sean Miller,2012-12-09,4.0,229660.0,0.04,9186.0,Technology,Computer Peripherals,220474.0
46566.0,Order Finished,Patrick O'Donnell,2012-04-09,49.0,3069400.0,0.07,214858.0,Technology,Computer Peripherals,2854542.0
48198.0,Order Finished,Sean Christensen,2009-11-20,7.0,5626680.0,0.1,562668.0,Technology,Office Machines,5064012.0
48453.0,Order Finished,Victoria Wilson,2009-07-26,50.0,774060.0,0.04,30962.0,Furniture,Office Furnishings,743098.0
48518.0,Order Finished,Scot Coram,2009-04-02,17.0,1170940.0,0.1,117094.0,Office Supplies,Paper,1053846.0
49349.0,Order Returned,Olvera Toch,2011-06-01,11.0,246680.0,0.07,17268.0,Office Supplies,Paper,229412.0
49668.0,Order Returned,Michelle Ellison,2009-12-02,25.0,186440.0,0.06,11186.0,Office Supplies,Rubber Bands,175254.0
50309.0,Order Finished,Michael Nguyen,2011-03-15,36.0,486360.0,0.08,38909.0,Office Supplies,Storage & Organization,447451.0
52327.0,Order Returned,Patrick O'Donnell,2011-12-20,27.0,7706940.0,0.1,770694.0,Technology,Computer Peripherals,6936246.0
52516.0,Order Finished,Scot Coram,2012-01-05,50.0,9924100.0,0.08,793928.0,Technology,Office Machines,9130172.0
52800.0,Order Finished,Todd Boyes,2010-10-10,13.0,52160.0,0.1,5216.0,Office Supplies,Rubber Bands,46944.0
53574.0,Order Finished,Scot Coram,2012-04-09,8.0,1339380.0,0.03,40181.0,Office Supplies,Storage & Organization,1299199.0
54023.0,Order Finished,Sean Miller,2012-07-22,45.0,811200.0,0.07,56784.0,Office Supplies,Binders and Binder Accessories,754416.0
55265.0,Order Finished,Scot Coram,2009-09-23,39.0,1412785.0,0.06,84767.0,Technology,Telephones and Communication,1328018.0
55398.0,Order Finished,Lena Radford,2010-01-20,24.0,309980.0,0.07,21699.0,Office Supplies,Appliances,288281.0
55458.0,Order Finished,Shahid Collister,2012-03-16,32.0,231560.0,0.07,16209.0,Office Supplies,Binders and Binder Accessories,215351.0
55809.0,Order Finished,Michelle Ellison,2011-09-10,2.0,501400.0,0.03,15042.0,Furniture,Chairs & Chairmats,486358.0
56992.0,Order Finished,Maria Zettner,2010-04-18,10.0,630840.0,0.1,63084.0,Office Supplies,Paper,567756.0
58210.0,Order Finished,Patrick O'Donnell,2012-12-06,38.0,288060.0,0.03,8642.0,Office Supplies,Binders and Binder Accessories,279418.0
58277.0,Order Finished,Michael Dominguez,2009-01-24,23.0,589360.0,0.01,5894.0,Office Supplies,Appliances,583466.0
58720.0,Order Returned,Nathan Gelder,2010-03-07,43.0,4757640.0,0.02,95153.0,Office Supplies,Binders and Binder Accessories,4662487.0
58820.0,Order Finished,Patricia Hirasaki,2010-02-27,24.0,614980.0,0.01,6150.0,Furniture,Office Furnishings,608830.0
1382.0,Order Returned,Corey Catlett,2010-08-16,5.0,178670.0,0.06,10720.0,Technology,Telephones and Communication,167950.0
1411.0,Order Finished,Ed Jacobs,2009-12-20,39.0,11496400.0,0.09,1034676.0,Furniture,Bookcases,10461724.0
1444.0,Order Finished,Noel Staavos,2009-12-05,2.0,42880.0,0.02,858.0,Office Supplies,Paper,42022.0
3942.0,Order Finished,Keith Herrera,2010-06-27,22.0,3119551.0,0.03,93587.0,Technology,Telephones and Communication,3025964.0
4647.0,Order Finished,Carlos Meador,2009-05-13,7.0,2407460.0,0.03,72224.0,Office Supplies,Envelopes,2335236.0
4960.0,Order Returned,Corinna Mitchell,2011-02-25,30.0,16727300.0,0.09,1505457.0,Furniture,Chairs & Chairmats,15221843.0
7367.0,Order Finished,Raymond Fair,2011-06-05,46.0,607240.0,0.02,12145.0,Technology,Computer Peripherals,595095.0
7938.0,Order Finished,Carlos Meador,2010-03-13,34.0,669320.0,0.05,33466.0,Office Supplies,Pens & Art Supplies,635854.0
8320.0,Order Finished,Karl Brown,2009-09-19,35.0,2284720.0,0.02,45694.0,Technology,Computer Peripherals,2239026.0
8807.0,Order Finished,Natalie Webber,2010-02-25,14.0,2758675.0,0.08,220694.0,Technology,Telephones and Communication,2537981.0
9062.0,Order Finished,Eric Barreto,2011-03-20,19.0,3650840.0,0.06,219050.0,Furniture,Office Furnishings,3431790.0
9602.0,Order Finished,Hunter Lopez,2012-11-10,27.0,5308320.0,0.01,53083.0,Technology,Office Machines,5255237.0
10209.0,Order Finished,Barry Franz,2010-11-29,14.0,923100.0,0.09,83079.0,Furniture,Office Furnishings,840021.0
10338.0,Order Finished,Barry Franz,2011-07-14,9.0,1599960.0,0.04,63998.0,Technology,Office Machines,1535962.0
10688.0,Order Finished,Craig Yedwab,2012-05-12,14.0,1237680.0,0.05,61884.0,Furniture,Office Furnishings,1175796.0
11206.0,Order Finished,Eric Barreto,2009-12-28,6.0,355340.0,0.03,10660.0,Office Supplies,Binders and Binder Accessories,344680.0
11585.0,Order Finished,Chuck Sachs,2009-03-15,2.0,401506.0,0.09,36136.0,Technology,Telephones and Communication,365370.0
12868.0,Order Finished,Muhammed Lee,2011-03-01,2.0,18740.0,0.09,1687.0,Office Supplies,Paper,17053.0
14215.0,Order Finished,Karl Brown,2012-07-13,44.0,4554060.0,0.07,318784.0,Office Supplies,Paper,4235276.0
14662.0,Order Finished,Karl Brown,2011-11-16,24.0,79380.0,0.05,3969.0,Office Supplies,Pens & Art Supplies,75411.0
14727.0,Order Finished,Bobby Trafton,2012-07-19,50.0,17064304.0,0.04,682572.0,Furniture,Tables,16381732.0
15781.0,Order Finished,David Flashing,2012-09-03,29.0,1649020.0,0.01,16490.0,Technology,Computer Peripherals,1632530.0
17157.0,Order Finished,Rick Duston,2012-09-19,31.0,6162942.0,0.09,554665.0,Technology,Telephones and Communication,5608277.0
17795.0,Order Finished,Troy Staebel,2009-04-01,1.0,35240.0,0.06,2114.0,Office Supplies,Appliances,33126.0
20449.0,Order Finished,Nora Paige,2010-01-03,19.0,2433000.0,0.1,243300.0,Office Supplies,Binders and Binder Accessories,2189700.0
21890.0,Order Returned,Amy Cox,2011-01-24,27.0,163800.0,0.01,1638.0,Office Supplies,Pens & Art Supplies,162162.0
22020.0,Order Finished,Harold Dahlen,2010-05-17,37.0,996560.0,0.01,9966.0,Office Supplies,Storage & Organization,986594.0
22149.0,Order Finished,Bobby Trafton,2011-09-23,47.0,382260.0,0.07,26758.0,Office Supplies,Pens & Art Supplies,355502.0
23078.0,Order Finished,Jay Fine,2011-09-15,18.0,337900.0,0.1,33790.0,Office Supplies,Envelopes,304110.0
23619.0,Order Returned,Nora Paige,2012-12-21,7.0,2086240.0,0.06,125174.0,Technology,Office Machines,1961066.0
24003.0,Order Finished,Dan Campbell,2009-10-31,49.0,174880.0,0.06,10493.0,Office Supplies,Pens & Art Supplies,164387.0
25442.0,Order Finished,George Zrebassa,2012-01-05,32.0,3332000.0,0.08,266560.0,Office Supplies,Paper,3065440.0
25927.0,Order Finished,Rick Duston,2009-04-22,43.0,1891800.0,0.08,151344.0,Office Supplies,Pens & Art Supplies,1740456.0
26243.0,Order Finished,Eleni McCrary,2011-07-16,42.0,142640.0,0.08,11411.0,Office Supplies,Pens & Art Supplies,131229.0
28515.0,Order Finished,Frank Atkinson,2010-06-30,33.0,1501720.0,0.0,0.0,Office Supplies,Binders and Binder Accessories,1501720.0
29667.0,Order Finished,Astrea Jones,2009-07-24,14.0,430620.0,0.09,38756.0,Office Supplies,Binders and Binder Accessories,391864.0
30023.0,Order Finished,Giulietta Dortch,2010-10-15,14.0,314660.0,0.1,31466.0,Office Supplies,Storage & Organization,283194.0
30215.0,Order Finished,Cathy Hwang,2009-02-26,20.0,251680.0,0.1,25168.0,Office Supplies,Paper,226512.0
31845.0,Order Finished,Damala Kotsonis,2012-10-22,11.0,229100.0,0.05,11455.0,Office Supplies,Paper,217645.0
32999.0,Order Finished,David Flashing,2009-04-14,14.0,2773300.0,0.09,249597.0,Furniture,Bookcases,2523703.0
35777.0,Order Finished,Dianna Arnett,2010-09-08,35.0,273440.0,0.09,24610.0,Office Supplies,Pens & Art Supplies,248830.0
36005.0,Order Finished,Fred McMath,2010-09-17,1.0,59300.0,0.05,2965.0,Office Supplies,Storage & Organization,56335.0
36196.0,Order Finished,Christy Brittain,2011-08-06,6.0,124060.0,0.09,11165.0,Furniture,Office Furnishings,112895.0
36230.0,Order Finished,Tom Prescott,2009-06-10,7.0,114060.0,0.0,0.0,Technology,Computer Peripherals,114060.0
36294.0,Order Finished,Yana Sorensen,2012-08-20,46.0,1222320.0,0.04,48893.0,Office Supplies,Binders and Binder Accessories,1173427.0
36737.0,Order Finished,Harold Dahlen,2010-03-15,26.0,2924323.0,0.03,87730.0,Technology,Telephones and Communication,2836593.0
37287.0,Order Finished,Brad Thomas,2012-11-01,45.0,260500.0,0.05,13025.0,Office Supplies,Rubber Bands,247475.0
37831.0,Order Finished,Cynthia Voltz,2012-07-26,30.0,907740.0,0.08,72619.0,Technology,Computer Peripherals,835121.0
38372.0,Order Finished,Dean Percer,2010-05-15,33.0,621980.0,0.07,43539.0,Office Supplies,Paper,578441.0
38912.0,Order Finished,Ben Peterman,2012-10-28,26.0,3029927.0,0.02,60599.0,Technology,Telephones and Communication,2969328.0
39040.0,Order Finished,Astrea Jones,2009-05-21,7.0,38720.0,0.04,1549.0,Office Supplies,Rubber Bands,37171.0
40896.0,Order Finished,Tracy Poddar,2011-09-02,21.0,311460.0,0.03,9344.0,Office Supplies,Paper,302116.0
40994.0,Order Finished,Michael Paige,2012-10-09,42.0,1586080.0,0.1,158608.0,Office Supplies,Binders and Binder Accessories,1427472.0
41607.0,Order Finished,Barry Franz,2009-12-19,36.0,8231480.0,0.1,823148.0,Office Supplies,Binders and Binder Accessories,7408332.0
41666.0,Order Finished,Corey Roper,2012-03-03,26.0,1192312.0,0.1,119231.0,Technology,Telephones and Communication,1073081.0
42306.0,Order Finished,Maureen Gastineau,2012-09-14,18.0,94800.0,0.03,2844.0,Office Supplies,Pens & Art Supplies,91956.0
42469.0,Order Finished,Muhammed Yedwab,2012-11-08,31.0,1869740.0,0.09,168277.0,Office Supplies,Binders and Binder Accessories,1701463.0
42528.0,Order Finished,Alex Grayson,2010-02-23,46.0,322560.0,0.01,3226.0,Office Supplies,Rubber Bands,319334.0
42884.0,Order Finished,Muhammed Yedwab,2010-03-12,29.0,24197740.0,0.04,967910.0,Furniture,Tables,23229830.0
43302.0,Order Finished,Damala Kotsonis,2011-08-23,4.0,17740.0,0.09,1597.0,Office Supplies,Pens & Art Supplies,16143.0
43460.0,Order Finished,Astrea Jones,2012-06-11,2.0,50180.0,0.07,3513.0,Office Supplies,Binders and Binder Accessories,46667.0
43972.0,Order Finished,Chris Cortes,2010-03-16,12.0,1428782.0,0.0,0.0,Technology,Telephones and Communication,1428782.0
44000.0,Order Finished,Dan Campbell,2012-10-04,15.0,1005600.0,0.0,0.0,Office Supplies,Envelopes,1005600.0
46177.0,Order Finished,Rick Duston,2010-12-05,33.0,936920.0,0.01,9369.0,Furniture,Office Furnishings,927551.0
48226.0,Order Finished,Corey Roper,2009-01-06,23.0,4714900.0,0.02,94298.0,Furniture,Bookcases,4620602.0
48455.0,Order Finished,Amy Cox,2009-06-02,34.0,1635060.0,0.03,49052.0,Office Supplies,Paper,1586008.0
48929.0,Order Finished,Sara Luxemburg,2009-10-22,1.0,110860.0,0.01,1109.0,Office Supplies,Paper,109751.0
48994.0,Order Finished,Christy Brittain,2010-10-22,6.0,2172780.0,0.03,65183.0,Office Supplies,Storage & Organization,2107597.0
51111.0,Order Finished,Eric Murdock,2012-02-09,1.0,122196.0,0.02,2444.0,Technology,Telephones and Communication,119752.0
55425.0,Order Finished,Paul Knutson,2011-11-01,42.0,8747707.0,0.04,349908.0,Technology,Telephones and Communication,8397799.0
55815.0,Order Finished,Cynthia Voltz,2011-01-13,28.0,5720380.0,0.04,228815.0,Furniture,Office Furnishings,5491565.0
55940.0,Order Finished,Janet Martin,2009-04-29,29.0,5851560.0,0.03,175547.0,Technology,Computer Peripherals,5676013.0
56166.0,Order Finished,Nicole Brennan,2010-08-04,1.0,284480.0,0.08,22758.0,Furniture,Chairs & Chairmats,261722.0
57638.0,Order Returned,Christy Brittain,2012-04-22,49.0,1140860.0,0.07,79860.0,Office Supplies,Paper,1061000.0
57890.0,Order Finished,Jennifer Patt,2009-02-26,15.0,1606080.0,0.08,128486.0,Office Supplies,Paper,1477594.0
2244.0,Order Finished,Elpida Rittenbach,2010-01-08,19.0,177220.0,0.01,1772.0,Office Supplies,Binders and Binder Accessories,175448.0
3104.0,Order Finished,David Wiener,2010-09-15,50.0,672120.0,0.01,6721.0,Office Supplies,Paper,665399.0
6179.0,Order Finished,Elpida Rittenbach,2009-06-02,50.0,955060.0,0.09,85955.0,Office Supplies,Envelopes,869105.0
11747.0,Order Finished,David Wiener,2010-02-25,3.0,630560.0,0.08,50445.0,Technology,Office Machines,580115.0
11877.0,Order Finished,David Wiener,2010-05-23,19.0,1592280.0,0.03,47768.0,Office Supplies,Binders and Binder Accessories,1544512.0
15271.0,Order Finished,Elpida Rittenbach,2010-07-25,18.0,4778600.0,0.01,47786.0,Furniture,Chairs & Chairmats,4730814.0
22561.0,Order Finished,David Wiener,2011-01-20,7.0,257240.0,0.07,18007.0,Furniture,Office Furnishings,239233.0
25860.0,Order Finished,Elpida Rittenbach,2010-01-02,9.0,1480400.0,0.05,74020.0,Office Supplies,Envelopes,1406380.0
775.0,Order Returned,Peter McVee,2011-03-17,35.0,87140.0,0.1,8714.0,Office Supplies,Rubber Bands,78426.0
900.0,Order Finished,Karen Carlisle,2009-09-30,29.0,2387300.0,0.07,167111.0,Office Supplies,Binders and Binder Accessories,2220189.0
964.0,Order Finished,Stefania Perrino,2011-05-19,4.0,80040.0,0.02,1601.0,Office Supplies,Pens & Art Supplies,78439.0
2722.0,Order Finished,Jay Fine,2009-04-08,46.0,3791100.0,0.06,227466.0,Technology,Computer Peripherals,3563634.0
3078.0,Order Finished,Paul Lucas,2010-02-11,1.0,633220.0,0.1,63322.0,Furniture,Chairs & Chairmats,569898.0
3456.0,Order Returned,George Zrebassa,2010-05-31,20.0,10837360.0,0.07,758615.0,Furniture,Tables,10078745.0
3556.0,Order Finished,George Zrebassa,2012-09-22,48.0,538740.0,0.05,26937.0,Office Supplies,Binders and Binder Accessories,511803.0
3654.0,Order Finished,Karl Brown,2012-06-02,39.0,14677580.0,0.03,440327.0,Technology,Office Machines,14237253.0
3680.0,Order Finished,Evan Henry,2012-12-09,27.0,355900.0,0.09,32031.0,Office Supplies,Paper,323869.0
4162.0,Order Finished,Alyssa Tate,2012-02-09,2.0,763200.0,0.1,76320.0,Office Supplies,Storage & Organization,686880.0
4896.0,Order Finished,Michael Stewart,2012-08-21,25.0,1663040.0,0.07,116413.0,Technology,Computer Peripherals,1546627.0
4965.0,Order Finished,Paul Lucas,2010-10-20,14.0,2137580.0,0.07,149631.0,Office Supplies,Appliances,1987949.0
5830.0,Order Finished,Shirley Jackson,2010-03-24,49.0,4024280.0,0.07,281700.0,Furniture,Office Furnishings,3742580.0
6695.0,Order Returned,Natalie Webber,2012-06-27,49.0,590480.0,0.08,47238.0,Office Supplies,Binders and Binder Accessories,543242.0
6885.0,Order Finished,Damala Kotsonis,2012-06-19,4.0,962540.0,0.02,19251.0,Furniture,Chairs & Chairmats,943289.0
7458.0,Order Finished,Karen Carlisle,2012-04-04,16.0,453620.0,0.05,22681.0,Office Supplies,Binders and Binder Accessories,430939.0
9024.0,Order Finished,Katherine Murray,2012-06-02,44.0,4636427.0,0.07,324550.0,Technology,Telephones and Communication,4311877.0
9894.0,Order Finished,Eric Barreto,2009-03-18,16.0,10807500.0,0.08,864600.0,Furniture,Chairs & Chairmats,9942900.0
11011.0,Order Finished,Fred McMath,2012-05-13,36.0,611240.0,0.1,61124.0,Office Supplies,Envelopes,550116.0
11271.0,Order Returned,Berenike Kampe,2011-10-18,46.0,315740.0,0.0,0.0,Office Supplies,Pens & Art Supplies,315740.0
12005.0,Order Returned,Dean Percer,2012-06-24,4.0,3321720.0,0.04,132869.0,Office Supplies,Storage & Organization,3188851.0
13284.0,Order Returned,Muhammed Lee,2012-08-12,22.0,18124880.0,0.05,906244.0,Office Supplies,Binders and Binder Accessories,17218636.0
13476.0,Order Finished,Noel Staavos,2010-10-16,3.0,346660.0,0.09,31199.0,Office Supplies,Storage & Organization,315461.0
14182.0,Order Finished,Bobby Trafton,2009-06-22,23.0,4867100.0,0.05,243355.0,Technology,Telephones and Communication,4623745.0
14528.0,Order Returned,Karl Brown,2009-06-15,14.0,156880.0,0.09,14119.0,Office Supplies,Binders and Binder Accessories,142761.0
15009.0,Order Returned,Erica Hernandez,2011-12-21,28.0,458860.0,0.08,36709.0,Office Supplies,Envelopes,422151.0
